"","taxon","state","...1","latitude","longitude","year","period","doy","all_species_dist","interval","inat","springtemp.x","springtemp.y","springsd2","springsd1","1","2","3","4","5","6","slope1","slope2","latitude_sc","springsd1_sc","springsd2_sc","springtemp1_sc","springtemp2_sc","disttc_sc","slope2_sc","slope1_sc","longitude_sc","timing","form"
"1","acer_rubrum","flowering",2,31.6321148,-91.8109604,1857,"past",32,222008,0,0,17.30368996,11.34985134,4.617829027,5.223627386,4.468351841,14.27025032,12.9810375,13.6797657,20.81318629,24.77420938,3.481623537,2.634502876,-2.83139732780639,-1.8738773789309,-1.39341406230766,2.13868778438468,0.915378832609063,-0.375684651949057,-1.88748406152435,-1.4128076095008,-2.13533380416795,"early","tree"
"2","acer_rubrum","flowering",3,31.6321148,-91.8109604,1858,"past",32,222008,0,0,18.31142998,13.82400325,4.35107447,6.356903129,11.75663137,8.722647667,16.77497721,18.04175675,22.92703968,25.09072638,3.158583731,2.690770566,-2.83139732780639,-1.16382783736941,-1.55730633241656,2.46070388280697,2.0578605841334,-0.375684651949057,-1.84294439393617,-1.80397032052846,-2.13533380416795,"early","tree"
"3","acer_rubrum","flowering",4,32.7045753,-87.5958396,1858,"past",35,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.72986865,7.429055214,13.87852818,17.52770212,22.40722346,24.56690526,3.364824621,2.684297338,-2.45708272656814,-0.851449778218216,-1.57659972833409,2.09337419527269,1.3962801837143,-0.214122756739421,-1.84806839002242,-1.55423717879558,-1.41025657268596,"early","tree"
"4","acer_rubrum","flowering",5,34.9011886,-84.9738349,1859,"past",36,505725,0,0,15.35928345,8.970635504,4.844047281,7.114020201,3.802544236,6.379738808,10.99654889,14.70371008,20.87974417,23.83667667,4.210795413,3.732030761,-1.690411663658,-0.689459058894657,-1.25442703391312,1.51736662449157,-0.183264571048281,0.49374094311927,-1.01871679621347,-0.529867357173858,-0.959224206351701,"early","tree"
"5","acer_rubrum","flowering",6,34.7782118,-79.7917286,1855,"past",39,159446,0,0,15.43852139,9.532560617,6.051555309,8.417118185,6.557514787,3.824475765,9.954147935,17.79410398,21.36032513,24.25955179,4.255933976,3.983943975,-1.73333353523607,0.126991952136031,-0.512541931333086,1.54268654012399,0.0762139131672454,-0.567400354845481,-0.819310515048733,-0.475209936177967,-0.0678079296819115,"early","tree"
"6","acer_rubrum","flowering",7,32.7045753,-87.5958396,1857,"past",40,274730,0,0,16.40888405,10.20937255,4.964063887,5.414106733,2.874641418,13.4239893,11.46132147,13.07753801,19.88119388,24.20038152,3.646186594,2.864602196,-2.45708272656814,-1.75453327944788,-1.1806896094083,1.8527589711344,0.388743341752902,-0.214122756739421,-1.70534494713976,-1.21354135712099,-1.41025657268596,"early","tree"
"7","acer_rubrum","flowering",8,33.1023454,-84.3426997,1857,"past",50,323429,0,0,14.91338062,8.303413987,4.910781792,6.132374649,1.169751644,10.75910997,9.144721031,12.1400733,18.85316181,23.66983926,3.993655596,3.129657602,-2.31825136040967,-1.30450528968077,-1.21342578308014,1.37488157205507,-0.491365461828623,-0.0648889883919744,-1.49553573557109,-0.792797800766837,-0.85065750441831,"early","tree"
"8","acer_rubrum","flowering",9,33.2781686,-86.3549774,1857,"past",51,313007,0,0,14.8621521,8.34246546,4.860578036,6.033764352,1.251975536,11.195647,9.141541481,11.78069782,18.62372065,23.56915188,3.900264542,2.953206134,-2.25688481964063,-1.3662891905633,-1.24427064523121,1.35851186577075,-0.473332779561897,-0.096826283484627,-1.63520896065224,-0.905883238505029,-1.19680576752122,"early","tree"
"9","acer_rubrum","flowering",10,33.4956744,-88.4272627,1857,"past",51,339355,0,0,15.62670231,9.01729852,5.29551933,5.779659588,1.14562273,12.16594219,10.6382668,12.11936235,19.05784035,24.15209782,3.919690442,3.139354348,-2.18097004534917,-1.52549754943028,-0.977045534479824,1.60281840395125,-0.161717129262021,-0.0160851732273625,-1.48786010780803,-0.88236078843226,-1.55327642624228,"early","tree"
"10","acer_rubrum","flowering",11,32.8406848,-87.8875145,1852,"past",52,270026,0,0,17.36184311,10.65407225,6.125710414,5.770598355,2.171282768,10.17527032,14.79504812,15.47468781,21.83087137,24.53334141,4.213049601,4.452999294,-2.40957722569679,-1.53117482998391,-0.466981515663735,2.15727020653952,0.594090996480517,-0.228537747731154,-0.448021628145282,-0.527137804119192,-1.46042994588675,"early","tree"
"11","acer_rubrum","flowering",12,33.4956744,-88.4272627,1858,"past",52,339355,0,0,16.33400726,11.44054988,4.62834416,7.260419009,9.973459721,5.77198863,13.50487828,16.51187289,21.53219409,24.34910214,3.490452088,2.734812915,-2.18097004534917,-0.597733450941228,-1.38695363277555,1.82883262971731,0.957260427033838,-0.0160851732273625,-1.80808190741392,-1.40211728626674,-1.55327642624228,"early","tree"
"12","acer_rubrum","flowering",13,35.7595731,-79.0192997,1857,"past",53,194313,0,0,13.33190346,5.75412339,5.566370625,7.128046096,-2.267943382,9.773980141,6.266638517,9.243818283,17.88253307,23.49254848,4.460151368,3.102794337,-1.3908147537237,-0.680671188531901,-0.810636255108134,0.869531883940896,-1.66854378084505,-0.460553524295153,-1.51679981969171,-0.227927009399221,0.0650638514373094,"early","tree"
