"","taxon","state","...1","latitude","longitude","year","period","doy","all_species_dist","interval","inat","springtemp.x","springtemp.y","springsd2","springsd1","1","2","3","4","5","6","slope1","slope2","latitude_sc","springsd1_sc","springsd2_sc","springtemp1_sc","springtemp2_sc","disttc_sc","slope2_sc","slope1_sc","longitude_sc","timing","form"
"1","acer_rubrum","flowering",2,31.6321148,-91.8109604,1857,"past",32,222008,0,0,17.30368996,11.34985134,4.617829027,5.223627386,4.4683518409729,14.2702503204346,12.9810374975204,13.6797657012939,20.8131862878799,24.7742093801498,3.48162353719984,2.6345028758049,-2.82661991190299,-1.86677805157602,-1.38923853889857,2.13573924647461,0.911306737731575,-0.379679345488686,-1.88204577499728,-1.4085000850621,-2.12956090383898,"early","tree"
"2","acer_rubrum","flowering",3,31.6321148,-91.8109604,1858,"past",32,222008,0,0,18.31142998,13.82400325,4.35107447,6.356903129,11.7566313743591,8.72264766693115,16.7749772071838,18.0417567491531,22.9270396828651,25.0907263755798,3.15858373131071,2.69077056646347,-2.82661991190299,-1.15919676150093,-1.5525367271935,2.45829851357013,2.05698347137698,-0.379679345488686,-1.83759299719109,-1.79856582052496,-2.12956090383898,"early","tree"
"3","acer_rubrum","flowering",4,32.7045753,-87.5958396,1858,"past",35,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.7298686504364,7.42905521392822,13.8785281777382,17.5277021229267,22.4072234630585,24.5669052600861,3.3648246211665,2.68429733812809,-2.45251923950164,-0.847904580959165,-1.57176018780759,2.09034922353774,1.39355294289398,-0.218359349434103,-1.84270699738398,-1.54953302977432,-1.40505451243637,"early","tree"
"4","acer_rubrum","flowering",5,34.9011886,-84.9738349,1859,"past",36,505725,0,0,15.35928345,8.970635504,4.844047281,7.114020201,3.80254423618317,6.37973880767822,10.9965488910675,14.7037100791931,20.8797441720963,23.836676672101,4.21079541317054,3.73203076124191,-1.68628634557617,-0.686476968588502,-1.25075531502081,1.51337005764219,-0.19040905288287,0.488444498838501,-1.01497334575064,-0.52803594753424,-0.954377235657569,"early","tree"
"5","acer_rubrum","flowering",6,34.7782118,-79.7917286,1855,"past",39,159446,0,0,15.43852139,9.532560617,6.051555309,8.417118185,6.55751478672028,3.82447576522827,9.95414793491364,17.7941039800644,21.36032512784,24.2595517933369,4.2559339761734,3.98394397497177,-1.72918368638244,0.127135921573719,-0.511559420706658,1.53873268227286,0.0697950701595028,-0.571108001328122,-0.81595607695377,-0.473531807628058,-0.0636627547635189,"early","tree"
"6","acer_rubrum","flowering",7,32.7045753,-87.5958396,1857,"past",40,274730,0,0,16.40888405,10.20937255,4.964063887,5.414106733,2.87464141845703,13.4239892959595,11.4613214731216,13.0775380134583,19.8811938762665,24.2003815174103,3.64618659360068,2.86460219621658,-2.45251923950164,-1.7478488122312,-1.17728517623286,1.84932813567806,0.383198496019344,-0.218359349434103,-1.70026198675401,-1.20979265503399,-1.40505451243637,"early","tree"
"7","acer_rubrum","flowering",8,33.1023454,-84.3426997,1857,"past",50,323429,0,0,14.91338062,8.303413987,4.910781792,6.132374649,1.16975164413452,10.7591099739075,9.14472103118896,12.140073299408,18.8531618118286,23.6698392629623,3.99365559646062,3.12965760231018,-2.31376721845177,-1.2993851953559,-1.20990268680105,1.37064466499517,-0.49937155640776,-0.069349021907414,-1.49086208184406,-0.790229029498553,-0.845896006308421,"early","tree"
"8","acer_rubrum","flowering",9,33.2781686,-86.3549774,1857,"past",51,313007,0,0,14.8621521,8.34246546,4.860578036,6.033764352,1.25197553634644,11.1956470012665,9.14154148101807,11.7806978225708,18.6237206459045,23.5691518783569,3.90026454244341,2.95320613384247,-2.25243574997926,-1.36095432502,-1.24063574153346,1.35424734670112,-0.481288445241526,-0.101238498764909,-1.6302628254958,-0.902997330824789,-1.19177175319732,"early","tree"
"9","acer_rubrum","flowering",10,33.4956744,-88.4272627,1857,"past",51,339355,0,0,15.62670231,9.01729852,5.29551933,5.779659588,1.14562273025513,12.1659421920776,10.6382668018341,12.1193623542786,19.05784034729,24.1520978212357,3.91969044208527,3.13935434818268,-2.17656436261237,-1.51960924888644,-0.974379276700675,1.5989659750189,-0.168801353073959,-0.0206182784385532,-1.48320142819597,-0.879540847466728,-1.54796176907057,"early","tree"
"10","acer_rubrum","flowering",11,32.8406848,-87.8875145,1852,"past",52,270026,0,0,17.36184311,10.65407225,6.125710414,5.770598355,2.17128276824951,10.175270318985,14.7950481176376,15.4746878147125,21.8308713659644,24.5333414077759,4.21304960101843,4.45299929380417,-2.40504088904471,-1.52526679425914,-0.466164153853463,2.15435301299278,0.58912041119758,-0.232752757526375,-0.445391519872723,-0.525314049412927,-1.45518838505556,"early","tree"
"11","acer_rubrum","flowering",12,33.4956744,-88.4272627,1858,"past",52,339355,0,0,16.33400726,11.44054988,4.62834416,7.260419009,9.97345972061157,5.7719886302948,13.504878282547,16.5118728876114,21.5321940928698,24.349102139473,3.49045208820275,2.73481291532516,-2.17656436261237,-0.595070214257138,-1.38280152733299,1.82536143590874,0.95330545520467,-0.0206182784385532,-1.80279852233178,-1.39783974173214,-1.54796176907057,"early","tree"
"12","acer_rubrum","flowering",13,35.7595731,-79.0192997,1857,"past",53,194313,0,0,13.33190346,5.75412339,5.566370625,7.128046096,-2.26794338226318,9.77398014068604,6.26663851737976,9.24381828308105,17.8825330734253,23.4925484806299,4.46015136795385,3.10279433727264,-1.38686066171285,-0.677719646339385,-0.80857320287665,0.864442565709769,-1.67984188746512,-0.464421147596566,-1.51208468291203,-0.226942360547698,0.0691044188259262,"early","tree"
"13","acer_rubrum","flowering",14,32.0870889,-87.0341526,1857,"past",54,198145,0,0,16.80523109,10.85773686,4.893684448,5.146786097,3.65817832946777,14.1122455596924,11.925479054451,13.7350444793701,20.0253248214722,24.2280626296997,3.49709213461195,2.80438319444656,-2.66791372483577,-1.91475530577694,-1.22036910706113,1.9761916205061,0.683429012137108,-0.452695905290106,-1.74783639178223,-1.38982198497618,-1.30851022799552,"early","tree"
"14","acer_rubrum","flowering",15,35.9606384,-83.9207392,1852,"past",55,499783,0,0,13.51169586,6.482442349,6.013283675,6.883025043,-1.00935578346252,4.4051924943924,10.2055060863495,12.3284265995026,19.3558361530304,21.26351749897,4.52397765432085,4.58136607408523,-1.31672412621659,-0.830702990285623,-0.534988030757683,0.921990845645447,-1.34258770245465,0.470263029687932,-0.343978792697641,-0.14987307410146,-0.773368291522777,"early","tree"
